Sheet ID,Sheet Name/Range,Google sheetID,Point Quantity,Goal 1,Goal 2,Point 1,Point 2,Point 3,Point 4
16nMOFeyDk8-hWocTlFoJ9sFf6gwBAt--luDv3CWRKP4,Sheet1!A:F,0,8640,0,0,10dab8bec3c911eb938102420aff098b,f9df4a3a8c0a11eb924f02420aff037c,c7bd0c668c0c11eb8d8b02420aff035f,
16nMOFeyDk8-hWocTlFoJ9sFf6gwBAt--luDv3CWRKP4,Sheet2!A:F,1475434677,8640,0,0,10dab8bec3c911eb938102420aff098b,09af3b2c8bfd11eba84602420aff035e,7e7c20348c0011eb83e002420aff0384,
16nMOFeyDk8-hWocTlFoJ9sFf6gwBAt--luDv3CWRKP4,Sheet3!A:F,407463916,8640,0,0,10dab8bec3c911eb938102420aff098b,7e5ed34e8c0011eb83e002420aff0384,7e98be888c0011eb83e002420aff0384,
16nMOFeyDk8-hWocTlFoJ9sFf6gwBAt--luDv3CWRKP4,Sheet4!A:F,1084446381,8640,0,0,10dab8bec3c911eb938102420aff098b,faf05a2c8c0a11eb924f02420aff037c,7eb5746a8c0011eb83e002420aff0384,
16nMOFeyDk8-hWocTlFoJ9sFf6gwBAt--luDv3CWRKP4,Sheet5!A:F,71591561,8640,0,0,10dab8bec3c911eb938102420aff098b,d9a806668c0b11eb9aff02420aff0378,7ecda8a08c0011eb83e002420aff0384,
16nMOFeyDk8-hWocTlFoJ9sFf6gwBAt--luDv3CWRKP4,Sheet6!A:F,1589413059,8640,0,0,10dab8bec3c911eb938102420aff098b,da0897a68c0b11eb9aff02420aff0378,fbc865c08c0a11eb924f02420aff037c,
1tr4yYueF-eSxlqGKiT5g2m6K-1XFi8rQ4OvOjADDTUw,Sheet1!A:F,0,8640,0,0,d9a0cf4a8c0b11eb9aff02420aff0378,c7bd0c668c0c11eb8d8b02420aff035f,,
1tr4yYueF-eSxlqGKiT5g2m6K-1XFi8rQ4OvOjADDTUw,Sheet2!A:F,1359773543,8640,0,0,09ca60aa8bfd11eba84602420aff035e,7e7c20348c0011eb83e002420aff0384,,
1tr4yYueF-eSxlqGKiT5g2m6K-1XFi8rQ4OvOjADDTUw,Sheet3!A:F,1236842720,8640,0,0,fa4853f48c0a11eb924f02420aff037c,7e98be888c0011eb83e002420aff0384,,
1tr4yYueF-eSxlqGKiT5g2m6K-1XFi8rQ4OvOjADDTUw,Sheet4!A:F,1764075234,8640,0,0,fb419cc08c0a11eb924f02420aff037c,7eb5746a8c0011eb83e002420aff0384,,
1tr4yYueF-eSxlqGKiT5g2m6K-1XFi8rQ4OvOjADDTUw,Sheet5!A:F,925289183,8640,0,0,d9c55ee68c0b11eb9aff02420aff0378,7ecda8a08c0011eb83e002420aff0384,,
1tr4yYueF-eSxlqGKiT5g2m6K-1XFi8rQ4OvOjADDTUw,Sheet6!A:F,1853591360,8640,0,0,c72289c08c0c11eb8d8b02420aff035f,fbc865c08c0a11eb924f02420aff037c,,
1W0rSjjE7Bb7stVxdzVUJVZQTlcKoTZHFnmlPqJ-cy4c,Sheet1!A:H,0,8640,0,0,f9fa2d5a8c0a11eb924f02420aff037c,f9df4a3a8c0a11eb924f02420aff037c,c7bd0c668c0c11eb8d8b02420aff035f,d9a0cf4a8c0b11eb9aff02420aff0378
1W0rSjjE7Bb7stVxdzVUJVZQTlcKoTZHFnmlPqJ-cy4c,Sheet2!A:H,864343824,8640,0,0,09b600e28bfd11eba84602420aff035e,09af3b2c8bfd11eba84602420aff035e,7e7c20348c0011eb83e002420aff0384,09ca60aa8bfd11eba84602420aff035e
1W0rSjjE7Bb7stVxdzVUJVZQTlcKoTZHFnmlPqJ-cy4c,Sheet3!A:H,1894213568,8640,0,0,7e683f108c0011eb83e002420aff0384,7e5ed34e8c0011eb83e002420aff0384,7e98be888c0011eb83e002420aff0384,fa4853f48c0a11eb924f02420aff037c
1W0rSjjE7Bb7stVxdzVUJVZQTlcKoTZHFnmlPqJ-cy4c,Sheet4!A:H,697668053,8640,0,0,fb0219108c0a11eb924f02420aff037c,faf05a2c8c0a11eb924f02420aff037c,7eb5746a8c0011eb83e002420aff0384,fb419cc08c0a11eb924f02420aff037c
1W0rSjjE7Bb7stVxdzVUJVZQTlcKoTZHFnmlPqJ-cy4c,Sheet5!A:H,536668300,8640,0,0,d9ae6ac48c0b11eb9aff02420aff0378,d9a806668c0b11eb9aff02420aff0378,7ecda8a08c0011eb83e002420aff0384,d9c55ee68c0b11eb9aff02420aff0378
1W0rSjjE7Bb7stVxdzVUJVZQTlcKoTZHFnmlPqJ-cy4c,Sheet6!A:H,1024276246,8640,0,0,da0f60908c0b11eb9aff02420aff0378,da0897a68c0b11eb9aff02420aff0378,fbc865c08c0a11eb924f02420aff037c,c72289c08c0c11eb8d8b02420aff035f
1x9BeR7rpPayVT8HnYQd436uuAyvel4DvmVjFyk1uTBs,Sheet1!A:H,0,8640,0,0,fa13af508c0a11eb924f02420aff037c,d995b5428c0b11eb9aff02420aff0378,c7bd0c668c0c11eb8d8b02420aff035f,d9a0cf4a8c0b11eb9aff02420aff0378
1x9BeR7rpPayVT8HnYQd436uuAyvel4DvmVjFyk1uTBs,Sheet2!A:H,544329545,8640,0,0,09bc3dae8bfd11eba84602420aff035e,09c21b708bfd11eba84602420aff035e,7e7c20348c0011eb83e002420aff0384,09ca60aa8bfd11eba84602420aff035e
1x9BeR7rpPayVT8HnYQd436uuAyvel4DvmVjFyk1uTBs,Sheet3!A:H,1692281054,8640,0,0,7e718cf08c0011eb83e002420aff0384,fa2f386a8c0a11eb924f02420aff037c,7e98be888c0011eb83e002420aff0384,fa4853f48c0a11eb924f02420aff037c
1x9BeR7rpPayVT8HnYQd436uuAyvel4DvmVjFyk1uTBs,Sheet4!A:H,1100198665,8640,0,0,fb1417fa8c0a11eb924f02420aff037c,fb2991028c0a11eb924f02420aff037c,7eb5746a8c0011eb83e002420aff0384,fb419cc08c0a11eb924f02420aff037c
1x9BeR7rpPayVT8HnYQd436uuAyvel4DvmVjFyk1uTBs,Sheet5!A:H,808137002,8640,0,0,d9b767328c0b11eb9aff02420aff0378,d9bdec388c0b11eb9aff02420aff0378,7ecda8a08c0011eb83e002420aff0384,d9c55ee68c0b11eb9aff02420aff0378
1x9BeR7rpPayVT8HnYQd436uuAyvel4DvmVjFyk1uTBs,Sheet6!A:H,1250537077,8640,0,0,da16acb08c0b11eb9aff02420aff0378,c70b5d048c0c11eb8d8b02420aff035f,fbc865c08c0a11eb924f02420aff037c,c72289c08c0c11eb8d8b02420aff035f
